title,url,duration
Ambani Wedding Ka SACH - Honest Experience Of All 3 Days | Solo Podcast | Anant & Radhika | TRSH,https://www.youtube.com/watch?v=LZS92rqGmSo,1576.0
"BRUTAL Career Advice By Crorepati Ashish Tulsian | Mental Health, Business & Life | TRS हिंदी 287",https://www.youtube.com/watch?v=kb2cEb20KXE,4168.0
"Colleges Ka Future - Kota, Exams, Online Classes & More Ft. Unacademy Founders Gaurav & Roman | TRSH",https://www.youtube.com/watch?v=dWymUGF89k0,5029.0
HINDI Weight Loss Guide - BOLLYWOOD Dietician Suman Agrawal Ki Free Consultation | TRS हिंदी 285,https://www.youtube.com/watch?v=auY3sWd2s2o,6961.0
"Crime, Terrorism Aur Bollywood Saazish - TOP Lawyer Ujjwal Nikam | 93 Bomb Blast, 26/11 Attack, TRSH",https://www.youtube.com/watch?v=ynlk_FDnW2E,3438.0
BASIC To ADVANCED - Vastu Shastra Free Guidelines | Ach. Pankit Goyal On TRS हिंदी 283,https://www.youtube.com/watch?v=qe5f4avfD6w,9312.0
"Crazy Future Of Smartphones, EV Cars, AI & More Ft. Xiaomi CMO Anuj Sharma On The Ranveer Show हिंदी",https://www.youtube.com/watch?v=v5_JgnToHKE,5811.0
"World Cup Memes & Moment, Celebrations With Jatin P - Rohit, Virat, Bumrah, Axar, SKY & Hardik | TRS",https://www.youtube.com/watch?v=bBbuiu0v3ik,4972.0
"ICONIC INDIAN ACTOR Nawazuddin Siddiqui On TRS | Cinema, Acting, Addiction, Success & Mumbai Life",https://www.youtube.com/watch?v=6Gr6ioYs2tg,3996.0
"Nitish Rana On KKR IPL Trophy Win, Dressing Room Energy, Gautam Gambhir & his Coaching Style | TRS",https://www.youtube.com/watch?v=soLpfZad2kY,3504.0
"Cricket's Inside Stories: Kohli, Rohit, Hardik, Bumrah, Team India & World Cup | Jatin Sapru | TRSH",https://www.youtube.com/watch?v=5LV2u2tbJDU,4753.0
"TOP Batsman & Coach Wasim Jaffer Unfiltered: IPL, T20 World Cup Predictions & More | TRSH 277",https://www.youtube.com/watch?v=Y8OD650qo6o,6108.0
"Future Of Jobs explained by Nishant C |  Technology, Skill based Education, Coding & More | TRSH 276",https://www.youtube.com/watch?v=vWbTwi0aXNM,5873.0
"Bollywood's Sexy Star - Kartik Aaryan On Pyaar, Bollywood Aur Zindagi | TRS हिंदी 275",https://www.youtube.com/watch?v=-a-mkMyOz0E,5644.0
"Laapataa Ladies Sensation Nitanshi: Success, Managing School Life, Fame, Pyaar & Life Balance | TRSH",https://www.youtube.com/watch?v=Qj1MSWskB9U,2783.0
"KKR’s Coach Abhishek Nayar on 2024 IPL Trophy Win, Rohit Sharma’s Winning Attitude & More | TRSH",https://www.youtube.com/watch?v=eQ-kG6liKFo,8229.0
"Bollywood Ki Top Skin Doctor - Pimple Hacks, Glowing Skin & Biggest Mistakes | Dr. Rashmi S | TRSH",https://www.youtube.com/watch?v=FWgp6t1cY28,7083.0
"Filmmaker & Artist Imtiaz Ali on Rockstar, Tamasha, Chamkila | Making Of Kun Faya Kun | TRSH 271",https://www.youtube.com/watch?v=icnVkY3mIPU,6115.0
"Music Sensation Karan Aujla’s Life Story, Struggle, Punjab’s  Domination & Untold Family Life | TRSH",https://www.youtube.com/watch?v=IAMLz-TM08w,5727.0
"Nancy Tyagi Ki Untold Story: Life after Cannes, Brother’s Support, Tough Times, Family Life | TRSH",https://www.youtube.com/watch?v=2q2S6hrRd6k,3348.0
"Iconic Superstar Manoj Bajpayee Returns on TRS | Life, Fame, & OTT Success, Family man, Spirituality",https://www.youtube.com/watch?v=7Ucb1mmV0cg,4197.0
POLITICS KI SEEDHI BAAT: Exit Polls & Real Results: Untold Truth & Reality of Media | Shruti C | TRS,https://www.youtube.com/watch?v=XfIAfpKgqVo,3772.0
"Anupam Mittal On Entrepreneurship, Shark Tank India & Mental Health | Darr Ke Aage Jeet Hai | TRSH",https://www.youtube.com/watch?v=1ooTM4vU18c,4097.0
REAL LIFE SINGHAM -  MOST BRAVE Police Officer's INTENSE Kashmiri Stories | Shesh P Vaid | TRSH 265,https://www.youtube.com/watch?v=qEFLqw3s0Hs,4514.0
"Superstar Rajkumar Rao Returns On TRS: New Films, Family, Student of Acting, Happiness | TRSH 264",https://www.youtube.com/watch?v=QSdM3L7a6pk,4082.0
Masterclass on ASTROLOGY | Watch with Parents | Learn to Predict Your Future | Arun Pandit | TRSH,https://www.youtube.com/watch?v=LqEoMx0Cmt8,8737.0
"Face Change, Fat Reduction, B**b Implants & More - Plastic Surgeon Explains | TRS हिंदी",https://www.youtube.com/watch?v=pEIfsWwOUaQ,3484.0
"Fantasy Cricket Ka Asli SACH Ft. Billionaire Bhavin P On TRS | Technology, Psychology & More | 261",https://www.youtube.com/watch?v=21m3MOvVy1Q,2886.0
"WHY YOU ARE AT RISK? Jagdish Mahapatra opens up on Internet Fraud, Mistakes, Modern Crime | TRSH",https://www.youtube.com/watch?v=TTpW910isBA,4370.0
"12th Pass To BILLIONAIRE -  Angel One's Dinesh Thakkar On Cars, Trading, Career & Rich Mindset, TRSH",https://www.youtube.com/watch?v=TjbOg8oLHWM,4217.0
India Ke SUPERSTAR Doctor - Plastic Surgeon Dr Nilesh Satbhai | TRS हिंदी,https://www.youtube.com/watch?v=6-u12NahFII,4798.0
High Paying Jobs of India | Global Job Market | Swati Ganeti of Masters’ Union Explains On TRSH,https://www.youtube.com/watch?v=DZ7j66UUBfE,5244.0
"Special Forces Veteran Maj Sushant - Survival Stories, African Animals & Solo Cycling | TRS हिंदीं",https://www.youtube.com/watch?v=XVk_zfHlI8k,3140.0
"Akshay Kumar & Tiger Shroff On TRS - Boys Talk, Masti, Action, Comedy, Sports, Body Building  | TRS",https://www.youtube.com/watch?v=8_iefkJ0f90,3596.0
"DILJIT DOSANJH Reveals On World Tour Music Concerts,Films, Personal Life, Yoga & Spirituality | TRSH",https://www.youtube.com/watch?v=AgiYnsZ4qjI,2718.0
"Expert Eye Doctor - Chashme, Vision Aur Phone Screen Hacks, Save Eyesight Now | Dr. Rahil | TRSH",https://www.youtube.com/watch?v=tUMMfLTFUwQ,6415.0
"RANDEEP HOODA: Highway, Sarbjit Se Savarkar Tak | Fearless Acting, Risks, Struggle & Legacy | TRSH",https://www.youtube.com/watch?v=LmLKh2LxZ7g,5582.0
Ansuni Aur Anokhi Sikh Stories - Guru Gobind Singh Ji & More Ft. Sarbpreet Singh On TRS हिंदी,https://www.youtube.com/watch?v=B8jBnSBCzgM,8500.0
BeerBiceps Podcast Studio Tour | The Ranveer Show Behind The Scenes,https://www.youtube.com/watch?v=kK1_I1LO22I,903.0
One Of The Bravest Indians - Professional Adventurer Devang Thapliyal On TRS हिंदी 250,https://www.youtube.com/watch?v=rgWyZDwWCpM,5442.0
"Uncensored Mentoring Session by Big Brother Manish Chowdhary | Business & Money, Life lessons | TRS",https://www.youtube.com/watch?v=5je5xMNuEOM,4259.0
"Satsang With American Sadhu in Hindi: Shiva Bhakti, Tantra, Aghora, Travel Aur Zindagi | TRSH",https://www.youtube.com/watch?v=z0c6nMtsCxE,5238.0
Prime Minister Narendra Modi Ke Saath Mera Honest Experience | National Creator Award 2024,https://www.youtube.com/watch?v=pXVhcFHPQGM,484.0
"Watch This Podcast With Your Parents - CLIMATE CHANGE, Solar Energy & More | Neeraj Jain On TRSH",https://www.youtube.com/watch?v=Wnsti4HvvHQ,4345.0
"Most Honest Political Podcast - Supriya Sule On Maharashtra Politics, NCP Split & Sharad Pawar, TRSH",https://www.youtube.com/watch?v=z4bnNcXHPKA,3357.0
THE UNTOLD TRUTH Of Sushant Singh Rajput's Case EXPLAINED by his Sister Shweta Singh Kirti | TRS,https://www.youtube.com/watch?v=VB76gP_8hDw,3572.0
Special Forces Aur Yeti Ki Kahaaniyan Ft. Major Sushant | The Ranveer Show हिंदी 243,https://www.youtube.com/watch?v=Eqnrhwca77w,5867.0
"Real Hinduism Explained  - Shiva, Vishnu, Mantra, Mandir, Dhyaan, Moksh | Pankaj Saxena On TRS हिंदी",https://www.youtube.com/watch?v=vMcOhaEMIWI,5248.0
"UNKAHI KAHANI - Aghoris, Secret Mantras & Tantra Secrets, Sadhana With Parakh Om | TRS हिंदी",https://www.youtube.com/watch?v=PLgQRm36r9Y,4127.0
"Diabetes Kaise Hota Hai aur Kya Karein? Diabetologist Dr. Rahul Baxi Explains Sugar, Dangers | TRSH",https://www.youtube.com/watch?v=YCBlUomst5s,4472.0
"Johnny Lever Se Dil Ki Baatein - Drugs, Underworld, Bollywood, Comedy, Dharavi & More | TRS हिंदी",https://www.youtube.com/watch?v=kZM811i1usg,5997.0
"Filmmaker Shekhar Kapur On Romantic Love, Devotion, S*xuality, Intimacy & Loneliness | TRS हिंदी 238",https://www.youtube.com/watch?v=klw2XvsEbZA,3782.0
Indian Startup World EXPOSED - Real Shark Archana J - Venture Capital & More | TRSH,https://www.youtube.com/watch?v=LL3CCwp-8Lc,4292.0
"Child Crime, Human Trafficking, Drug Mafia Nexus explained by Police Officer PM Nair | TRSH 236",https://www.youtube.com/watch?v=VG-M2bWO31Y,5338.0
"Ek Naari, Sabpe Bhari: Shark Tank India Ki Favourite 🦈 Radhika Gupta | Darr Ke Aage Jeet Hai | TRSH",https://www.youtube.com/watch?v=jaKIYIJnv4M,4219.0
"S*x Doctor On NoFap, Male Performance Issues, Testosterone | @Drvijayantgovinda On TRS हिंदी 234",https://www.youtube.com/watch?v=_A4GzLi3QXI,6629.0
